	drug_idx	drug_SMILES	ABCB6	ABCC1	ABCC5	ABHD6	ABHD11	ABHD12	ABL1	ABL2	ACACA	ACAT1	ACLY	ACP1	ACTR2	ACVR1B	ACVR1C	ADAM9	ADAM10	ADAM15	ADAM17	ADCY6	ADH5	ADI1	ADIPOR1	ADIPOR2	ADK	ADM	ADORA2B	AGL	AGPAT1	AGPAT2	AHCY	AHCYL1	AHR	AHSA1	AK2	AK4	AKR1A1	AKR1B1	AKT1	AKT2	AKT3	ALDH1A1	ALDH1A2	ALDH1B1	ALDOA	ALK	ALKBH5	AMDHD2	AMPD2	APEH	APEX1	APP	AR	ARAF	ARF1	ARF5	ARF6	ARHGDIA	ASAH1	ASAP1	ASF1A	ASNS	ATAD2	ATF1	ATIC	ATM	ATP1A1	ATP2A2	ATP6AP1	ATP6V1B2	ATR	AURKA	AURKAIP1	AURKB	AURKC	AXIN1	AXL	B4GALT1	BACE2	BAD	BAK1	BAP1	BAX	BAZ1B	BAZ2A	BCAT1	BCL2	BCL2L1	BCL2L2	BCR	BID	BIRC2	BIRC5	BMX	BPHL	BRAF	BRCA1	BRD2	BRD3	BRD4	BRD8	BRD9	BRDT	BRK1	BSG	BTK	BUB1	C5	CAD	CALM1	CAMK2G	CANX	CAPN1	CAPN2	CAPNS1	CARM1	CASK	CASP2	CASP3	CASP4	CASP7	CASP8	CASP10	CAT	CAV1	CBFB	CBR1	CBX1	CBX2	CBX3	CBX4	CBX5	CBX6	CCNA2	CCNB1	CCNB2	CCND1	CCND3	CCNE2	CD44	CD47	CD58	CD63	CD81	CD86	CD276	CDC6	CDC7	CDC25A	CDC25B	CDC37	CDC42	CDC42BPB	CDC42SE1	CDC45	CDH3	CDK1	CDK2	CDK2AP1	CDK2AP2	CDK4	CDK5	CDK5R1	CDK6	CDK7	CDK9	CDK11B	CDK14	CDK15	CDK16	CDK19	CDKN1A	CDKN1B	CENPE	CERK	CFL1	CFLAR	CHEK1	CHEK2	CHKA	CHRM1	CISD1	CKB	CKS1B	CLCN3	CLK1	CLK2	CLK4	CLPX	CLTC	CMPK1	COMT	CPT1A	CRABP2	CRAT	CRBN	CREB1	CRK	CRYZ	CSF1R	CSK	CSNK1A1	CSNK1E	CSNK1G2	CSNK2A1	CSNK2A2	CTDSP1	CTNNB1	CTSA	CTSB	CTSC	CTSD	CTSH	CTSZ	CYB5R3	CYCS	CYP26A1	CYP26B1	CYTH3	DAG1	DAPK3	DBF4	DCK	DCTD	DCTPP1	DCXR	DDAH1	DDIT3	DDOST	DDR1	DDX1	DDX3X	DEGS1	DGUOK	DHCR7	DHCR24	DHFR	DHODH	DHPS	DNAJA1	DNASE2	DNM1	DNMT1	DNMT3A	DNPH1	DOT1L	DPP3	DPP7	DTYMK	DUSP1	DUSP3	DUSP4	DUSP5	DUSP6	DUSP14	DUSP22	DUT	DVL1	DVL3	DYRK3	E2F1	EBP	EBPL	ECE1	EED	EEF1A2	EGFL7	EGFR	EGLN1	EGR1	EIF2AK1	EIF2S1	EIF3F	EIF4B	EIF4EBP1	EIF4H	ELAVL1	ELK1	ELOVL1	ELOVL5	ELOVL6	EML4	ENDOG	ENTPD4	EP300	EPAS1	EPHA2	EPHA5	EPHB2	EPHB4	EPHX1	ERAP1	ERBB2	ERBB3	ERBB4	ESD	ESR1	ESR2	ESRRA	ESRRG	ESYT1	EZH2	EZR	F2R	F3	FABP5	FADS1	FADS2	FASN	FDFT1	FDPS	FEN1	FGF1	FGFR1	FGFR2	FGFR3	FGFR4	FGR	FKBP1A	FKBP3	FKBP4	FLT1	FLT3	FLT4	FN1	FNTB	FOS	FOXO3	FPGS	FRK	FUCA1	FUCA2	FURIN	FXR1	FYN	FZD1	FZD2	FZD7	G6PD	GAA	GALE	GALNT2	GANAB	GAPDH	GART	GBA	GBA2	GDF15	GFPT1	GGH	GLA	GLB1	GLO1	GLS	GLUL	GMNN	GMPS	GNA12	GNAQ	GNAS	GNPAT	GOT1	GPD2	GRB2	GRB7	GRK6	GSK3A	GSK3B	GSR	GSTA4	GSTK1	GSTM2	GSTM3	GSTO1	GSTZ1	GUK1	GUSB	GYS1	HCK	HDAC1	HDAC2	HDAC3	HDAC4	HDAC5	HDAC6	HDAC7	HDAC8	HDAC9	HDAC10	HDAC11	HES1	HEXB	HEXIM1	HGF	HIF1A	HINT1	HIPK2	HK1	HK2	HMGB1	HMGCR	HMOX1	HMOX2	HNRNPC	HNRNPH1	HPGDS	HPRT1	HRAS	HSD17B10	HSD17B12	HSF1	HSP90AA1	HSP90AB1	HSPA1A	HSPA8	HSPB1	HSPD1	HSPH1	HYOU1	ICAM1	ICMT	ID1	IDE	IDH1	IDH2	IFNAR1	IFNGR1	IGF1R	IGF2R	IGFBP2	IGFBP4	IGFBP6	IK	IKBKB	IKBKE	IL1B	IL4R	IL6	IL6ST	IL10RB	ILK	IMPDH1	IMPDH2	INPPL1	INSR	IRAK1	ITGA2	ITGA3	ITGA5	ITGA6	ITGAV	ITK	ITPK1	ITPR3	JAG1	JAK1	JAK2	JAK3	JUN	KAT2A	KAT6A	KAT6B	KCNH2	KCNJ8	KCNN4	KDM1A	KDM2A	KDM3A	KDM3B	KDM4A	KDM5A	KDM5B	KDM5C	KDR	KEAP1	KHSRP	KIF2C	KIF3B	KIF4A	KIF5B	KIF11	KIF14	KIF20A	KIF20B	KIF22	KIF23	KIFC1	KIFC3	KIT	KLF5	KLF10	KPNA2	L3MBTL3	LAP3	LCK	LDLR	LGALS3	LGALS8	LGMN	LIG1	LIMK1	LIPA	LMNA	LOXL2	LPAR2	LRRK2	LSS	LTA4H	LTBR	LYN	LYPLA1	LYPLA2	M6PR	MAFK	MALT1	MAN1A1	MAN2B1	MAP2	MAP2K1	MAP2K2	MAP2K3	MAP2K5	MAP3K2	MAP3K4	MAP3K8	MAP4K2	MAP4K4	MAPK1	MAPK3	MAPK6	MAPK8	MAPK9	MAPK13	MAPK14	MAPKAPK2	MAPKAPK3	MAPKAPK5	MAPT	MAST2	MAT2A	MBNL1	MBTPS1	MCL1	MCM2	MDH2	MDK	MDM2	MDM4	MELK	MET	METAP1	METAP2	MFGE8	MGAT1	MGAT5	MGLL	MGST1	MIF	MINK1	MKNK1	MKNK2	MMP14	MMP15	MOGS	MPG	MTHFD1	MTHFD2	MTOR	MUC1	MVD	MYC	MYD88	MYH9	MYLK	NADK	NAE1	NAGA	NAMPT	NAP1L4	NCEH1	NCK1	NCOA3	NCSTN	NDC80	NDUFA4	NEK2	NEK6	NEK7	NEK9	NEK11	NEU1	NFE2L2	NFKB2	NFKBIA	NISCH	NME1	NME2	NMT1	NOTCH1	NOTCH2	NPC1	NQO1	NR1D2	NR1H2	NR1I2	NR2F6	NR3C1	NR4A3	NRAS	NRP1	NT5C	NT5C2	NTRK1	NTRK2	NTRK3	NUAK1	NUAK2	NUDT1	OAT	ODC1	OGDH	OGFRL1	OGT	OXSR1	P4HA1	P4HA2	P4HTM	PABPC4	PAFAH1B2	PAFAH1B3	PAICS	PAK1	PAK2	PAK4	PAM	PANK3	PANX1	PARP1	PARP2	PARP3	PARP4	PARP14	PBK	PCMT1	PCNA	PDCD4	PDGFRA	PDGFRB	PDIA6	PDK4	PDPK1	PDXK	PEPD	PFKFB3	PFKM	PGAM1	PGD	PGK1	PHF23	PHGDH	PHKG2	PI4KB	PIK3C2B	PIK3C3	PIK3CA	PIK3CD	PIK3CG	PIK3R1	PIK3R4	PIKFYVE	PIM1	PIM2	PIM3	PIN1	PIP4K2A	PIP4K2B	PIP4K2C	PIP5K1A	PIR	PITPNM1	PITRM1	PKN1	PKN2	PLA2G15	PLAUR	PLCB3	PLCG1	PLEC	PLK1	PLK2	PLK3	PLTP	PMM2	PNP	PNPLA2	POLA1	POLB	POLD1	POLR2A	POLRMT	POMGNT1	POR	PORCN	PPARD	PPAT	PPIB	PPID	PPIF	PPM1D	PPM1G	PPOX	PPP1CA	PPP1CC	PPP2CA	PPP2R5A	PPP3CA	PPT1	PRCP	PRDX5	PREP	PRKAA1	PRKACA	PRKCA	PRKCB	PRKCD	PRKCE	PRKCG	PRKCH	PRKCI	PRKCQ	PRKCZ	PRKD1	PRKDC	PRKX	PRMT1	PRMT5	PRMT6	PRNP	PRPF4	PRPF4B	PRPS1	PSIP1	PSMB1	PSMB2	PSMB3	PSMB5	PSMB6	PSMB7	PSMB8	PSMB9	PSMB10	PSMD10	PSMD14	PSMG1	PTBP1	PTGES2	PTGES3	PTGS2	PTK2	PTK2B	PTK6	PTP4A1	PTP4A2	PTPN1	PTPN6	PTPN11	PTPN12	PTPN14	PTPRA	PTPRF	PTPRJ	PTPRS	PTPRU	PXN	PYGB	PYGL	RAB1A	RAB9A	RAC1	RAC2	RAC3	RACGAP1	RAD51	RAD54L	RAF1	RALA	RALB	RARA	RARB	RARG	RB1	RBP4	RBX1	RECQL	RET	RHEB	RHOA	RHOB	RHOC	RIOK1	RIOK3	RIPK2	RNPEP	ROCK1	ROCK2	ROS1	RPA1	RPS6	RPS6KA1	RPS6KA3	RPS6KA4	RRM1	RRM2	RSL1D1	RTN4	RUVBL1	RUVBL2	RXRA	RXRB	RXRG	S100A4	SAE1	SAT1	SAT2	SCARB1	SCP2	SCPEP1	SDC1	SDHA	SENP6	SERPINE1	SERPINH1	SF3B1	SF3B2	SF3B3	SFN	SGK2	SGK3	SGPL1	SHC1	SIGMAR1	SIK1	SIRT1	SIRT3	SKP1	SLC1A5	SLC2A1	SLC6A6	SLC7A11	SLC11A2	SLC16A1	SLC16A3	SLC23A2	SLC27A4	SLC29A1	SLC29A2	SLC35A2	SLC37A4	SLCO4A1	SLK	SMAD3	SMARCA2	SMARCA4	SMO	SMOX	SMPD1	SMS	SND1	SOAT1	SOD1	SORD	SORT1	SP1	SPR	SPTLC1	SPTLC2	SQLE	SRC	SREBF2	SRM	SRPK1	SSB	ST3GAL1	STARD7	STAT1	STAT3	STAT5B	STAT6	STIM1	STK10	STK17A	STK25	STK38	STK39	STMN1	SUMO1	SUMO2	SUMO3	SUPV3L1	SUV39H1	SYK	TARDBP	TBK1	TBXA2R	TDP2	TEAD1	TEC	TEK	TERF2IP	TERT	TESK1	TF	TFRC	TGFB1	TGFB3	TGFBR1	TGFBR2	TIPARP	TK1	TKT	TLK2	TNF	TNFRSF1A	TNFRSF10A	TNFRSF10B	TNFRSF12A	TNFSF11	TNKS2	TOP1	TOP2A	TOP2B	TOPBP1	TP53	TP53BP1	TPMT	TPP2	TPX2	TRAP1	TRIM28	TSG101	TSPO	TTK	TUBA1A	TUBA1C	TUBB	TUBB1	TXN2	TXNRD1	TYK2	TYMS	UBA1	UBA3	UBE2N	UBLCP1	UCK2	UGCG	ULK3	UNG	UPP1	UQCRB	UROD	USP1	USP5	USP7	USP9X	USP10	USP14	USP47	VAMP2	VCP	VDAC2	VEGFB	VHL	VPS4B	VPS35	VRK1	WDR5	WEE1	WNK1	XIAP	XPNPEP1	XPO1	YES1	YWHAB	YWHAE	YWHAG	YWHAH	YWHAQ	ZAP70	ZMPSTE24	ZMYND8
0	0	CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@H]4CCOC4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	1	C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=C(N=C6C=C7C(=NC=N7)C=C6N5)C8=CC=CC=C8	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
